region,product type,product name,producer name,regulator number,application method,label minimum rate,label maximum rate,label suggested rate,rate UOM,number of AI,AI1,AI1 eiq,AI1 group,AI1_concentration_%,AI2,AI2 eiq,AI2 group,AI2_concentration_%,AI3,AI3 eiq,AI3 group,AI3_concentration_%,AI4,AI4 eiq,AI4 group,AI4_concentration_%,eiq total,min days between applications,REI (hours),PHI (days)
USA,Storage Fungicide,RAMPART,Loveland Products Inc.,34704-924,Storage Treatment - Ventilation,1.0,5.0,,qt / ac,1,Phosphorous acid,,,13.1,,,,,,,,,,,,,,3.0,,
USA,Field Fungicide,PHOSTROL,Nufarm Americas Inc.,55146-83,Foliar,3.75,10.0,,pt / ac,1,Phosphorous acid,,,2.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,PHOSTROL,Nufarm Americas Inc.,55146-83,Furrow,3.75,10.0,,pt / ac,1,Phosphorous acid,,,10.7,,,,,,,,,,,,,,,,
USA,Storage Fungicide,PHOSTROL,Nufarm Americas Inc.,55146-83,Storage Treatment - Piler,3.75,10.0,,pt / ac,1,Phosphorous acid,,,14.4,,,,,,,,,,,,,,,,
USA,Fumigant,K-PHITE 7LP,"Plant Food Systems, Inc.",73806-1,Fumigation,1.0,5.0,,qt / ac,1,Phosphorous acid,,,3.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,FUNGI-PHITE,"VERDESIAN LIFE SCIENCES U.S., LLC",73771-5,Foliar,1.0,3.0,,qt / ac,1,Phosphorous Acid,,,1.2,,,,,,,,,,,,,,7.0,,
CA,Field Fungicide,CONFINE,Winfield Solutions LLC,29100,Foliar,3.0,7.0,,l / ha,1,Phosphorous acid,,,4.7,,,,,,,,,,,,,,,,
CA,Storage Fungicide,CONFINE,Winfield Solutions LLC,29100,Storage Treatment - Piler,3.0,7.0,,l / ha,1,Phosphorous acid,,,13.5,,,,,,,,,,,,,,,,
CA,Field Fungicide,CONFINE EXTRA,Winfield Solutions LLC,30648,Foliar,5.0,10.0,,l / ha,1,Phosphorous acid,,,13.3,,,,,,,,,,,,,,7.0,,
CA,Storage Fungicide,CONFINE EXTRA,Winfield Solutions LLC,30648,Storage Treatment - Piler,5.0,10.0,,l / ha,1,Phosphorous acid,,,6.9,,,,,,,,,,,,,,7.0,,
CA,Storage Fungicide,CONFINE POST,Winfield Solutions LLC,30651,Storage Treatment - Piler,500.0,500.0,,ml / t,1,Phosphorous acid,,,4.9,,,,,,,,,,,,,,,,
CA,Field Fungicide,WINFIELD PHOSPHITE EXTRA,Winfield Solutions LLC,30650,Foliar,5.0,10.0,,l / ha,1,Phosphorous Acid,,,4.8,,,,,,,,,,,,,,7.0,,
USA,Field Fungicide,CONFINE EXTRA FUNGICIDE,"Winfield Solutions, LLC",1381-244,Foliar,1.0,5.0,,qt / ac,1,Phosphorous acid,,,9.6,,,,,,,,,,,,,,3.0,,
USA,Storage Fungicide,CONFINE EXTRA FUNGICIDE,"Winfield Solutions, LLC",1381-244,Storage Treatment - Piler,1.0,5.0,,qt / ac,1,Phosphorous acid,,,8.9,,,,,,,,,,,,,,3.0,,
USA,Field Fungicide,TOPAZ FUNGICIDE,"WInfield Solutions, LLC",68573-2-1381,Foliar,3.0,5.0,,qt / ac,1,Phosphorous acid,,,5.5,,,,,,,,,,,,,,3.0,,
USA,Storage Fungicide,TOPAZ FUNGICIDE,"WInfield Solutions, LLC",68573-2-1831,Storage Treatment - Piler,6.4,12.8,,fl oz/t,1,Phosphorous acid,,,11.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,BUTACIDE 8EC,"Enviornmental Science U.S., LLC",4816-642,Foliar,0.75,3.0,,fl oz/acre,1,Piperonyl butoxide,71.33333333,,2.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,ARMICARB 100,Helena Chemical Company,5905-541,Foliar,2.5,5.0,,lb / ac,1,Potassium bicarbonate,22.0,,1.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,KALIGREEN,"Otsuka Chemical Co., Ltd.",11581-2,Foliar,2.5,3.0,,lb / ac,1,Potassium bicarbonate,22.0,,2.6,,,,,,,,,,,,,,,,
USA,Fumigant,METAM KLR 54%,"Taminco, Inc.",45728-27,Fumigation,30.0,75.0,,gal / ac,1,Potassium N-methyldithiocarbamate,,,3.4,,,,,,,,,,,,,,,,
USA,Fumigant,SECTAGON-K54,"Tessenderlo Kerley, Inc. (TKI)",61842-7,Fumigation,30.0,63.9,,gal / ac,1,Potassium N-methyldithiocarbamate,,,10.0,,,,,,,,,,,,,,,,
USA,Field Fungicide,REVEILLE,Helena Chemical Company,42519-22-5905,Foliar,5.0,8.0,,pt / ac,1,Potassium phosphite,,,2.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,REVEILLE,Helena Chemical Company,42519-22-5905,Furrow,5.0,8.0,,pt / ac,1,Potassium phosphite,,,11.6,,,,,,,,,,,,,,,,
USA,Storage Fungicide,REVEILLE,Helena Chemical Company,42519-22-5905,Storage Treatment - Ventilation,5.0,8.0,,pt / ac,1,Potassium phosphite,,,5.3,,,,,,,,,,,,,,,,
USA,Field Insecticide,M-PEDE INSECTICIDE,Gowan Company,10163-324,Foliar,1.25,2.5,,fl oz/acre,1,Potassium salts of fatty acids,,,14.4,,,,,,,,,,,,,,,,
CA,Field Insecticide,NEUDOSAN,W. NEUDORFF GMBH KG,27886,Foliar,14.0,33.17,,l / ha,1,Potassium salts of fatty acids,,,8.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,SIL-MATRIX LC,Certis USA LLC,70051-127,Foliar,0.2,10.0,20.0,qt / ac,1,Potassium silicate,,,8.0,,,,,,,,,,,,,,,,
USA,Field Fungicide,PREVICUR FLEX,Bayer Crop Science LP,264-678,Foliar,0.7,1.2,6.0,pt / ac,1,Propamocarb hydrochloride,64.0,,3.0,,,,,,,,,,,,,,,,
USA,Field Insecticide,COMITE MITICIDE,UPL NA INC,400-104,Foliar,32.0,40.0,80.0,fl oz/acre,1,Propargite,61.0,,11.9,,,,,,,,,,,,,,,,
USA,Field Insecticide,OMITE-6E,UPL NA INC,400-89,Foliar,32.0,44.0,88.0,fl oz/acre,1,Propargite,61.0,,9.4,,,,,,,,,,,,,,,,
CA,Seed Treatment,EMESTO PRO,Bayer CropScience Inc.,33593,Seed Treatment - Liquid,3.6,3.6,,ml / 100 kg,1,Prothioconazole,49.33333333,,7.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,DELARO 325 SC,Bayer CropScience LP,264-1055,Foliar,8.0,11.4,22.8,fl oz/acre,2,Prothioconazole,49.33333333,,11.5,Trifloxystrobin,,,7.4,,,,,,,,,,,,
USA,Field Fungicide,HOWLER,AgBiome Innovations,91197-3-92488,Foliar,0.25,0.5,,lb / cwt,1,Pseudomonas chlororaphis strain AFS009,,,7.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,HOWLER,AgBiome Innovations,91197-3-92488,Furrow,0.25,0.5,,lb / cwt,1,Pseudomonas chlororaphis strain AFS009,,,1.7,,,,,,,,,,,,,,,,
USA,Seed Treatment,HOWLER,AgBiome Innovations,91197-3-92488,Seed Treatment - Powder,0.25,0.5,,lb / cwt,1,Pseudomonas chlororaphis strain AFS009,,,14.2,,,,,,,,,,,,,,,,
CA,Storage Fungicide,BIO-SAVE 10 LP,AUSTIN GRANT INC D.B.A. JET HARVEST SOLUTIONS,29673,Storage Treatment - Ventilation,0.6,0.6,,g / cwt,1,Pseudomonas syringae,,,9.6,,,,,,,,,,,,,,,,
USA,Storage Fungicide,BIO-SAVE 10LP,JET Harvest Solutions,81803-5,Storage Treatment - Ventilation,3.7,3.7,3.7,ppm,1,Pseudomonas syringae,,,5.7,,,,,,,,,,,,,,,,
CA,Field Insecticide,FULFILL 50WG,"Syngenta Canada, Inc.",27274,Foliar,193.0,193.0,386.0,g / ha,1,Pymetrozine,31.66666667,,8.3,,,,,,,,,,,,,,,,
USA,Field Insecticide,FULFILL,Syngenta Crop Protection,100-912,Foliar,2.75,5.5,11.0,oz / ac,1,Pymetrozine,31.66666667,,4.6,,,,,,,,,,,,,,,,
CA,Field Fungicide,RACLOS,ALBAUGH LLC,34615,Foliar,0.45,0.67,,l / ha,1,Pyraclostrobin,67.0,,9.0,,,,,,,,,,,,,,5.0,,
CA,Field Fungicide,HEADLINE EC,BASF Canada Inc.,27322,Foliar,0.45,0.67,,l / ha,1,Pyraclostrobin,67.0,,2.1,,,,,,,,,,,,,,5.0,,
USA,Field Fungicide,HEADLINE,BASF Corporation,7969-186,Foliar,6.0,12.0,72.0,fl oz/acre,1,Pyraclostrobin,67.0,,2.0,,,,,,,,,,,,,,,,
USA,Field Fungicide,HEADLINE SC,BASF Corporation,7969-289,Foliar,6.7,10.0,72.0,fl oz/acre,1,Pyraclostrobin,67.0,,2.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,HEADLINE SC,BASF Corporation,7969-289,Furrow,6.7,10.0,72.0,fl oz/acre,1,Pyraclostrobin,67.0,,7.7,,,,,,,,,,,,,,,,
CA,Field Fungicide,FBN Pyraclostrobin 250 EC,"Farmer's Business Network Canada, Inc",34864,Foliar,0.45,0.67,,l / ha,1,Pyraclostrobin,67.0,,2.1,,,,,,,,,,,,,,5.0,,
CA,Field Fungicide,KQ PYRACLOSTROBIN 250 EC,"Shandong Kangqiao Bio-Technology Co., LTD.",34601,Foliar,0.45,0.67,,l / ha,1,Pyraclostrobin,67.0,,14.6,,,,,,,,,,,,,,5.0,,
CA,Field Fungicide,PREACH FUNGICIDE,Sharda Cropchem Limited,33928,Foliar,0.45,0.67,,l / ha,1,Pyraclostrobin,67.0,,12.5,,,,,,,,,,,,,,,,
USA,Field Herbicide,VIDA HERBICIDE,Gowan Company,10163-314,Furrow,2.0,5.5,11.0,fl oz/acre,1,Pyraflufen ethyl,46.0,,4.3,,,,,,,,,,,,,,7.0,,
USA,Field Herbicide,VIDA HERBICIDE,Gowan Company,10163-314,Ground,2.0,5.5,11.0,fl oz/acre,1,Pyraflufen ethyl,46.0,,3.6,,,,,,,,,,,,,,7.0,,
USA,Desiccant,ET HERBICIDE/DEFOLIANT,"Nichino America, Inc.",71711-7,Foliar,0.5,2.0,11.0,fl oz/acre,1,Pyraflufen ethyl,46.0,,12.7,,,,,,,,,,,,,,30.0,,
USA,Field Herbicide,ET HERBICIDE/DEFOLIANT,"Nichino America, Inc.",71711-7,Ground,0.5,2.0,11.0,fl oz/acre,1,Pyraflufen ethyl,46.0,,2.8,,,,,,,,,,,,,,30.0,,
USA,Field Insecticide,PYGANIC CROP PROTECTION EC 1.4,McLaughlin Gormley King Company,1021-1751,Foliar,16.0,64.0,,fl oz/acre,1,Pyrethrin,43.83333333,,1.6,,,,,,,,,,,,,,,,
USA,Field Insecticide,PQZ,"Nichino America, Inc.",71711-37,Foliar,2.4,3.2,6.4,fl oz/acre,1,Pyrifluquinazon,,,8.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,SCALA BRAND SC FUNGICIDE,Bayer Crop Science LP,264-788,Foliar,7.0,7.0,35.0,fl oz/acre,1,Pyrimethanil,54.33333333,,5.6,,,,,,,,,,,,,,,,
CA,Field Fungicide,SCALA SC,Bayer CropScience Inc.,28011,Foliar,750.0,750.0,6000.0,ml / ha,1,Pyrimethanil,54.33333333,,6.3,,,,,,,,,,,,,,,,
CA,Field Fungicide,IMPALA FUNGICIDE,Sharda Cropchem Limited,34661,Foliar,750.0,750.0,,ml / ha,1,Pyrimethanil,54.33333333,,9.5,,,,,,,,,,,,,,7.0,,
CA,Field Herbicide,ZIDUA SC,BASF Canada Inc.,32542,Ground,120.0,240.0,,ml / ha,1,Pyroxasulfone,30.5,,14.6,,,,,,,,,,,,,,,,
USA,Field Herbicide,ZIDUA SC HERBICIDE,BASF Corporation,7969-374,Ground,2.5,3.25,4.0,fl oz/acre,1,Pyroxasulfone,30.5,,10.1,,,,,,,,,,,,,,,,
USA,Field Herbicide,TETRIS SG,"ATTICUS, LLC",91234-85,Foliar,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,4.1,,,,,,,,,,,,,,,,
USA,Field Herbicide,TETRIS SG,"ATTICUS, LLC",91234-85,Ground,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,1.6,,,,,,,,,,,,,,,,
USA,Field Herbicide,MATRIX SG HERBICIDE,"CORTEVA AGRISCIENCE, LLC",352-768,Chemigation,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,9.9,,,,,,,,,,,,,,,,
USA,Field Herbicide,MATRIX SG HERBICIDE,"CORTEVA AGRISCIENCE, LLC",352-768,Foliar,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,4.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,MATRIX SG HERBICIDE,"CORTEVA AGRISCIENCE, LLC",352-768,Ground,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,2.2,,,,,,,,,,,,,,,,
USA,Field Herbicide,REVOLT,"Innvictis Crop Care, LLC",89167-75-89391,Foliar,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,6.7,,,,,,,,,,,,,,,,
USA,Field Herbicide,REVOLT,"Innvictis Crop Care, LLC",89167-75-89391,Ground,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,4.3,,,,,,,,,,,,,,,,
USA,Field Herbicide,PRUVIN,"Makhteshim-Agan of North America, Inc.",66222-184,Ground,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,13.9,,,,,,,,,,,,,,,,
USA,Field Herbicide,GRAPPLE HERBICIDE,Nufarm Americas Inc.,71368-121,Ground,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,4.0,,,,,,,,,,,,,,,,
CA,Field Herbicide,PRISM,Production Agriscience Canada Company,23983,Foliar,60.0,60.0,,g / ha,1,Rimsulfuron,15.5,,10.4,,,,,,,,,,,,,,,,
CA,Field Herbicide,PRISM SG,Production Agriscience Canada Company,30057,Foliar,60.0,60.0,,g / ha,1,Rimsulfuron,15.5,,5.0,,,,,,,,,,,,,,,,
CA,Field Herbicide,HINGE,Rotam Lts,34352,Foliar,60.0,60.0,60.0,g / ha,1,Rimsulfuron,15.5,,4.9,,,,,,,,,,,,,,,,
USA,Field Herbicide,HINGE,"Rotam North America, Inc.",83100-40-83979,Foliar,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,13.2,,,,,,,,,,,,,,,,
USA,Field Herbicide,HINGE,"Rotam North America, Inc.",83100-40-83979,Ground,1.0,1.5,2.5,oz / ac,1,Rimsulfuron,15.5,,13.6,,,,,,,,,,,,,,,,
CA,Field Herbicide,RIMSULFURON 25% WDG,Sharda Cropchem Limited,32932,Foliar,60.0,60.0,,g / ha,1,Rimsulfuron,15.5,,8.4,,,,,,,,,,,,,,,,
CA,Field Herbicide,SHARDA RIMSULFURON 25% WDG,Sharda Cropchem Limited,32932,Foliar,60.0,60.0,60.0,g / ha,1,Rimsulfuron,15.5,,11.1,,,,,,,,,,,,,,,,
CA,Field Herbicide,SHARDA RIMSULFURON 25% WSB HERBICIDE,Sharda Cropchem Limited,32933,Foliar,60.0,60.0,60.0,g / ha,1,Rimsulfuron,15.5,,14.7,,,,,,,,,,,,,,,,
CA,Seed Treatment,HEADS UP PLANT PROTECTANT,"Heads Up Plant Protectants, Inc.",29827,Seed Treatment - Powder,,0.172,0.172,g / cwt,1,Saponins of Chenopodium quinoa,,,2.1,,,,,,,,,,,,,,,,
CA,Field Herbicide,POAST ULTRA,BASF Canada Inc.,24835,Foliar,,1.1,,l / ha,1,Sethoxydim,28.0,,7.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,POAST,BASF Corporation,7969-58,Foliar,,2.5,5.0,pt / ac,1,Sethoxydim,28.0,,13.5,,,,,,,,,,,,,,,,
USA,Field Herbicide,CINCH,Corteva Agriscience LLC,352-625,Ground,1.0,2.5,3.6,pt / ac,1,S-metolachlor,62.0,,4.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,VISOR S-MOC HERBICIDE,"Innvictis Crop Care, LLC",91234-52-89391,Furrow,1.0,2.0,3.6,pt / ac,1,S-metolachlor,62.0,,7.5,,,,,,,,,,,,,,,,
USA,Field Herbicide,VISOR S-MOC HERBICIDE,"Innvictis Crop Care, LLC",91234-52-89391,Furrow,1.0,2.0,3.6,pt / ac,1,S-metolachlor,62.0,,4.5,,,,,,,,,,,,,,,,
USA,Field Herbicide,VISOR S-MOC HERBICIDE,"Innvictis Crop Care, LLC",91234-52-89391,Soil Incorporated,1.0,2.0,3.6,pt / ac,1,S-metolachlor,62.0,,14.0,,,,,,,,,,,,,,,,
CA,Field Herbicide,DUAL II MAGNUM,Syngenta Canada Inc,25729,Ground,1.25,1.75,1.75,l / ha,1,S-metolachlor,62.0,,12.1,,,,,,,,,,,,,,,,
CA,Field Herbicide,DUAL II MAGNUM,Syngenta Canada Inc,25729,Ground,1.25,1.75,1.75,l / ha,1,S-metolachlor,62.0,,12.7,,,,,,,,,,,,,,,,
CA,Field Herbicide,DUAL ll MAGNUM,"Syngenta Canada, Inc.",29347,Ground,1.25,1.75,,l / ha,1,S-metolachlor,62.0,,6.9,,,,,,,,,,,,,,,,
CA,Field Herbicide,DUAL MAGNUM,"Syngenta Canada, Inc.",25728,Ground,1.25,1.75,,l / ha,1,S-metolachlor,62.0,,1.5,,,,,,,,,,,,,,,,
USA,Field Herbicide,DUAL II MAGNUM,Syngenta Crop Protection,100-818,Ground,1.0,2.6,3.6,pt / ac,1,S-metolachlor,62.0,,5.1,,,,,,,,,,,,,,,,
USA,Field Herbicide,DUAL IIG MAGNUM,Syngenta Crop Protection,100-910,Ground,6.0,12.0,21.43,lb / ac,1,S-metolachlor,62.0,,11.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,DUAL MAGNUM,Syngenta Crop Protection,100-816,Ground,1.0,2.6,3.6,pt / ac,1,S-metolachlor,62.0,,4.7,,,,,,,,,,,,,,,,
USA,Field Herbicide,BRAWL,"TENKOZ, Inc.",100-816-55467,Ground,1.0,2.6,3.6,pt / ac,1,S-metolachlor,62.0,,10.6,,,,,,,,,,,,,,,,
USA,Field Herbicide,BRAWL II,"TENKOZ, Inc.",100-818-55467,Ground,1.0,2.6,3.6,pt / ac,1,S-metolachlor,62.0,,12.9,,,,,,,,,,,,,,,,
CA,Field Herbicide,KOMODO HERBICIDE,UPL NA INC.,33599,Ground,1.25,1.75,,l / ha,1,S-metolachlor,62.0,,14.6,,,,,,,,,,,,,,,,
USA,Field Herbicide,MOCCASIN,"UPL NA, INC.",70506-323,Ground,0.95,2.5,3.4,pt / ac,1,S-metolachlor,62.0,,10.7,,,,,,,,,,,,,,,,
USA,Field Herbicide,MOCCASIN,"UPL NA, INC.",70506-323,Ground,0.95,2.5,3.4,pt / ac,1,S-metolachlor,62.0,,12.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,MOCCASIN,"UPL NA, INC.",70506-323,Soil Incorporated,0.95,2.5,3.4,pt / ac,1,S-metolachlor,62.0,,2.1,,,,,,,,,,,,,,,,
USA,Field Herbicide,MOCCASIN II PLUS,"UPL NA, INC.",70506-333,Ground,1.0,2.0,3.6,pt / ac,1,S-metolachlor,62.0,,14.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,MOCCASIN II PLUS,"UPL NA, INC.",70506-333,Ground,1.0,2.0,3.6,pt / ac,1,S-metolachlor,62.0,,9.8,,,,,,,,,,,,,,,,
USA,Field Herbicide,MOCCASIN II PLUS,"UPL NA, INC.",70506-333,Soil Incorporated,1.0,2.0,3.6,pt / ac,1,S-metolachlor,62.0,,10.8,,,,,,,,,,,,,,,,
CA,Field Herbicide,S-MET HERBICIDE (UPI),"UPL NA, Inc.",32847,Ground,1.19,1.67,,l / ha,1,S-metolachlor,62.0,,3.9,,,,,,,,,,,,,,,,
USA,Field Herbicide,CHARGER BASIC,"Winfield Solutions, LLC",1381-207,Chemigation,1.0,2.6,3.6,pt / ac,1,S-metolachlor,62.0,,10.3,,,,,,,,,,,,,,,,
USA,Field Herbicide,CHARGER BASIC,"Winfield Solutions, LLC",1381-207,Ground,1.0,2.6,3.6,pt / ac,1,S-metolachlor,62.0,,7.6,,,,,,,,,,,,,,,,
USA,Field Herbicide,CHARGER MAX,"Winfield Solutions, LLC",1381-194,Ground,1.0,2.5,2.5,pt / ac,1,S-metolachlor,62.0,,12.8,,,,,,,,,,,,,,,,
USA,Field Herbicide,CHARGER MAX,"Winfield Solutions, LLC",1381-194,Ground,1.0,2.5,2.5,pt / ac,1,S-metolachlor,62.0,,9.4,,,,,,,,,,,,,,,,
USA,Desiccant,DEFOL 5 DESICCANT,Drexel Chemical Company,19713-388,Foliar,4.8,4.8,,qt / ac,1,Sodium chlorate,37.33333333,,9.7,,,,,,,,,,,,,,,,
USA,Desiccant,DEFOL 6W,Drexel Chemical Company,19713-265,Foliar,1.0,1.0,,gal / ac,1,Sodium chlorate,37.33333333,,8.7,,,,,,,,,,,,,,,,
USA,Storage Fungicide,AGCLOR 310,"Cerexagri, Inc.",2792-62,Storage Treatment - Piler,65.0,125.0,,ppm,1,Sodium hypochlorite,,,13.7,,,,,,,,,,,,,,,,
USA,Storage Fungicide,LIQUICHLOR 12.5,Univar USA Inc.,550-198,Storage Treatment - Piler,1.0,1.0,,gal / t,1,Sodium hypochlorite,,,3.4,,,,,,,,,,,,,,,,
USA,Field Insecticide,PREV-AM,"Oro Agri, Inc.",72662-3,Foliar,50.0,100.0,,Fl oz/100gal,1,Sodium Tetraborohydrate Decahydrate,,,4.9,,,,,,,,,,,,,,,,
CA,Storage Sprout Inhibitor,BIOX – M,Xeda International SAS,35199,Storage Treatment - Ventilation,30.0,90.0,390.0,ml / t,1,Spearmint oil,,,13.4,,,,,,,,,,,,,,,,
USA,Field Insecticide,RADIANT SC,Corteva Agriscience LLC,62719-545,Foliar,4.5,8.0,32.0,fl oz/acre,1,Spinetoram,45.66666667,,8.8,,,,,,,,,,,,,,,,
USA,Field Insecticide,DELEGATE WG,"CORTEVA AGRISCIENCE, LLC",62719-541,Chemigation,2.25,4.0,16.0,oz / ac,1,Spinetoram,45.66666667,,1.7,,,,,,,,,,,,,,,,
USA,Field Insecticide,DELEGATE WG,"CORTEVA AGRISCIENCE, LLC",62719-541,Foliar,2.25,4.0,16.0,oz / ac,1,Spinetoram,45.66666667,,10.6,,,,,,,,,,,,,,,,
CA,Field Insecticide,DELEGATE,Corteva Agrosciences Canada Company,28778,Foliar,160.0,240.0,,g / ha,1,Spinetoram,45.66666667,,13.3,,,,,,,,,,,,,,7.0,,
USA,Field Insecticide,BLACKHAWK,Corteva Agriscience LLC,62719-523,Foliar,1.7,3.5,14.4,oz / ac,1,Spinosad,68.33333333,,2.2,,,,,,,,,,,,,,,,
USA,Field Insecticide,ENTRUST SC,Corteva Agriscience LLC,62719-621,Foliar,3.0,10.0,21.0,fl oz/acre,1,Spinosad,68.33333333,,5.4,,,,,,,,,,,,,,,,
USA,Field Insecticide,SPINTOR 2SC,Corteva Agriscience LLC,62719-294,Foliar,3.0,10.0,21.0,fl oz/acre,1,Spinosad,68.33333333,,12.9,,,,,,,,,,,,,,,,
USA,Field Insecticide,SUCCESS,Corteva Agriscience LLC,62719-292,Foliar,3.2,10.0,21.0,fl oz/acre,1,Spinosad,68.33333333,,9.2,,,,,,,,,,,,,,,,
CA,Field Insecticide,ENTRUST,Corteva Agrosciences Canada Company,30382,Foliar,167.0,334.0,500.0,ml / ha,1,Spinosad,68.33333333,,3.1,,,,,,,,,,,,,,,,
CA,Field Insecticide,ENTRUST 80,Corteva Agrosciences Canada Company,27825,Foliar,50.0,100.0,150.0,g / ha,1,Spinosad,68.33333333,,1.2,,,,,,,,,,,,,,,,
CA,Field Insecticide,SUCCESS,Corteva Agrosciences Canada Company,26835,Foliar,83.0,167.0,250.0,ml / ha,1,Spinosad,68.33333333,,1.4,,,,,,,,,,,,,,7.0,,
USA,Field Insecticide,OBERON 2 SC INSECTICIDE/MITICIDE,Bayer Crop Science LP,264-719,Foliar,8.0,16.0,32.0,fl oz/acre,1,Spiromesifen,40.66666667,,11.6,,,,,,,,,,,,,,,,
USA,Field Insecticide,OBERON 4 SC INSECTICIDE/MITICIDE,Bayer Crop Science LP,264-850,Chemigation,4.0,8.0,16.0,fl oz/acre,1,Spiromesifen,40.66666667,,14.7,,,,,,,,,,,,,,,,
USA,Field Insecticide,OBERON 4 SC INSECTICIDE/MITICIDE,Bayer Crop Science LP,264-850,Foliar,4.0,8.0,16.0,fl oz/acre,1,Spiromesifen,40.66666667,,13.7,,,,,,,,,,,,,,,,
CA,Field Insecticide,OBERON,Bayer CropScience Inc.,28905,Foliar,500.0,600.0,1200.0,ml / ha,1,Spiromesifen,40.66666667,,7.1,,,,,,,,,,,,,,,,
USA,Field Insecticide,MOVENTO,Bayer Crop Science LP,264-1050,Foliar,4.0,5.0,10.0,fl oz/acre,1,Spirotetramat,40.83333333,,9.8,,,,,,,,,,,,,,,,
USA,Field Insecticide,MOVENTO HL,Bayer Crop Science LP,264-1188,Foliar,2.0,2.5,5.0,fl oz/acre,1,Spirotetramat,40.83333333,,14.6,,,,,,,,,,,,,,,,
CA,Field Insecticide,MOVENTO 150OD,Bayer CropScience Inc.,28954,Foliar,347.0,585.0,1.17,ml / ha,1,Spirotetramat,40.83333333,,1.2,,,,,,,,,,,,,,,,
CA,Field Insecticide,MOVENTO 240SC,Bayer CropScience Inc.,28953,Foliar,220.0,365.0,730.0,ml / ha,1,Spirotetramat,40.83333333,,7.0,,,,,,,,,,,,,,,,
USA,Seed Treatment,AGRI-MYCIN 17,Nufarm Americas Inc.,55146-96,Seed Treatment - Powder,8.0,8.0,,oz / 100 gal,1,Streptomycin,,,8.7,,,,,,,,,,,,,,,,
USA,Field Herbicide,SPARTAN,FMC Corporation,279-3189,Ground,2.0,5.3,5.3,oz / ac,1,Sulfentrazone,51.0,,8.4,,,,,,,,,,,,,,,,
CA,Field Herbicide,STZ HERBICIDE,FMC of Canada Limited,32621,Ground,157.0,219.0,,ml / ha,1,Sulfentrazone,51.0,,11.8,,,,,,,,,,,,,,,,
USA,Field Insecticide,TRANSFORM WG,Corteva Agriscience LLC,62719-625,Foliar,0.75,2.25,8.5,oz / ac,1,Sulfoxaflor,44.66666667,,8.8,,,,,,,,,,,,,,,,
CA,Field Insecticide,CLOSER,FMC Corporation,30826,Foliar,50.0,300.0,600.0,ml / ha,1,Sulfoxaflor,44.66666667,,12.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,KUMULUS-DF,BASF SPARKS LLC,51036-352,Foliar,3.0,10.0,,lb / ac,1,Sulfur,37.33333333,,9.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,DREXEL SUFFA,DREXEL CHEMICAL COMPANY,19713-39,Chemigation,0.3,1.3,2.7,gal / ac,1,Sulfur,37.33333333,,14.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,DREXEL SUFFA,DREXEL CHEMICAL COMPANY,19713-39,Foliar,0.3,1.3,2.7,gal / ac,1,Sulfur,37.33333333,,10.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,SULFUR 80 WDG,Drexel Chemical Company,19713-674,Chemigation,3.0,10.0,10.0,lb / ac,1,Sulfur,37.33333333,,9.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,SULFUR 80 WDG,Drexel Chemical Company,19713-674,Foliar,3.0,10.0,10.0,lb / ac,1,Sulfur,37.33333333,,1.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,SULFUR 90W,Drexel Chemical Company,19713-238,Foliar,3.0,8.0,,lb / ac,1,Sulfur,37.33333333,,12.3,,,,,,,,,,,,,,,,
